,AnnotationTime,Diameter,pupilTime
0,13.18830599996727,38.79249572753906,12.690561099967454
1,13.18830599996727,38.79249572753906,12.690561099967454
2,13.18830599996727,40.4300651550293,12.722109099966474
3,13.18830599996727,40.4300651550293,12.722109099966474
4,13.18830599996727,38.69383205176501,12.723263099964242
5,13.18830599996727,38.69383205176501,12.723263099964242
6,13.18830599996727,40.09380340576172,12.730114099977072
7,13.18830599996727,40.09380340576172,12.730114099977072
8,13.18830599996727,38.646269206540666,12.735507099947426
9,13.18830599996727,38.646269206540666,12.735507099947426
10,13.18830599996727,38.81383298218714,12.74111509998329
11,13.18830599996727,38.81383298218714,12.74111509998329
12,13.18830599996727,40.15822982788086,12.743727099965326
13,13.18830599996727,40.15822982788086,12.743727099965326
14,13.18830599996727,38.8527507579936,12.751149099960458
15,13.18830599996727,38.8527507579936,12.751149099960458
16,13.18830599996727,40.065158796560254,12.75249809998786
17,13.18830599996727,40.065158796560254,12.75249809998786
18,13.18830599996727,38.554161071777344,12.757127099961508
19,13.18830599996727,38.554161071777344,12.757127099961508
20,13.18830599996727,40.15846006681672,12.759665099962149
21,13.18830599996727,40.15846006681672,12.759665099962149
22,13.18830599996727,38.62248992919922,12.763282099971548
23,13.18830599996727,38.62248992919922,12.763282099971548
24,13.18830599996727,40.03219604492188,12.766715099976864
25,13.18830599996727,40.03219604492188,12.766715099976864
26,13.18830599996727,38.48309948558457,12.776065099984407
27,13.18830599996727,38.48309948558457,12.776065099984407
28,13.18830599996727,40.29464374607923,12.776083099946844
29,13.18830599996727,40.29464374607923,12.776083099946844
30,13.18830599996727,38.47509010091792,12.781638099986594
31,13.18830599996727,38.47509010091792,12.781638099986594
32,13.18830599996727,40.14547989859078,12.784595099976286
33,13.18830599996727,40.14547989859078,12.784595099976286
34,13.18830599996727,38.46387100219727,12.787789099966176
35,13.18830599996727,38.46387100219727,12.787789099966176
36,13.18830599996727,40.15322738183207,12.79048209998291
37,13.18830599996727,40.15322738183207,12.79048209998291
38,13.18830599996727,38.526430513219154,12.795204099966211
39,13.18830599996727,38.526430513219154,12.795204099966211
40,13.18830599996727,40.04674530029297,12.797815099940635
41,13.18830599996727,40.04674530029297,12.797815099940635
42,13.18830599996727,38.54276249831943,12.801992099964991
43,13.18830599996727,38.54276249831943,12.801992099964991
44,13.18830599996727,39.96907593954658,12.80521509994287
45,13.18830599996727,39.96907593954658,12.80521509994287
46,13.18830599996727,38.48197555541992,12.810629099956714
47,13.18830599996727,38.48197555541992,12.810629099956714
48,13.18830599996727,40.03627287906609,12.813044099952094
49,13.18830599996727,40.03627287906609,12.813044099952094
50,13.18830599996727,40.00058120206015,12.822481099981816
